地段位置或門牌,社區簡稱,交易日期,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註,路段
虎尾鎮永興南二街２５８號十一樓之５,,112/09/25,555,17.7,31.78,0.6642,住宅大樓(11層含以上有電梯),,十一層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,45,有,有,住家用,建物第一次登記後移轉,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之１１,,111/05/05,371,17.4,22.04,0.6646,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,40,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之１２,,111/06/19,610,15.5,40.3,0.6683,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,80,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之１８,,112/09/25,600,18.1,34.16,0.6366,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:2,2房1廳1衛,90,有,有,住家用,建物第一次登記後移轉,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之２,,112/04/08,232,15.3,15.14,0.6454,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之３,,112/11/12,330,21.8,15.14,0.6454,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,建物第一次登記後移轉,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之６,,113/04/06,488,20.4,23.91,0.6404,住宅大樓(11層含以上有電梯),1,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號十樓之８,,111/05/05,371,17.4,22.04,0.6646,住宅大樓(11層含以上有電梯),,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,40,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號四樓之１０,,111/08/12,480,17,28.15,0.66,住宅大樓(11層含以上有電梯),,四層/十一層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號四樓之１２,,111/02/24,628,17.2,37.27,0.6684,住宅大樓(11層含以上有電梯),,四層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,40,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號四樓之１３,,111/11/27,259,14.5,17.85,0.6408,住宅大樓(11層含以上有電梯),,四層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號四樓之５,,113/01/14,756,21.7,34.86,0.6648,住宅大樓(11層含以上有電梯),,四層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,,有,有,住家用,,虎尾鎮永興南二街
虎尾鎮永興南二街２５８號四樓之９,,111/07/02,473,16.8,28.15,0.66,住宅大樓(11層含以上有電梯),,四層/十一層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南二街
虎尾鎮永興南二街２９５之６號,,111/07/02,760,17.08,44.49,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,有,無,住家用,,虎尾鎮永興南二街
虎尾鎮永興南五街１３３之１號,,112/06/09,1388,24.1,57.6,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳4衛,,有,無,住家用,預售屋、或土地及建物分件登記案件;,虎尾鎮永興南五街
虎尾鎮永興南五街１３９號,,111/03/04,1010,17.23,58.61,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,有,無,住家用,,虎尾鎮永興南五街
虎尾鎮永興南五街１４３號,,113/01/08,1120,18.84,59.44,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,虎尾鎮永興南五街
虎尾鎮永興路４３１號三樓之１,,113/05/28,900,26.98,33.36,0.6085,華廈(10層含以下有電梯),,三層/十層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,150,有,有,住家用,,虎尾鎮永興路
虎尾鎮學府二路３８號,,111/03/31,1640,18.6,88.16,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４０號,,111/03/31,1640,18.76,87.42,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４２之１號,,111/03/31,1288,17.52,73.5,,透天厝,,全/四層,房地(土地+建物),土:3 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４２之２號,,111/03/31,1290,17.84,72.31,,透天厝,,全/四層,房地(土地+建物),土:3 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４２之３號,,111/03/31,1288,17.81,72.31,,透天厝,,全/四層,房地(土地+建物),土:4 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４２之５號,,111/03/31,1388,18.88,73.5,,透天厝,,全/四層,房地(土地+建物),土:4 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４２號,,111/03/31,1640,18.6,88.15,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４６之１號,,111/03/31,1250,17.01,73.5,,透天厝,,全/四層,房地(土地+建物),土:3 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４６之２號,,111/03/31,1295,17.91,72.31,,透天厝,,全/四層,房地(土地+建物),土:3 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４６之３號,,111/03/31,1260,17.42,72.31,,透天厝,,全/四層,房地(土地+建物),土:4 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４６之５號,,111/03/31,1398,19.02,73.51,,透天厝,,全/四層,房地(土地+建物),土:4 建:1車:0,4房3廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４６號,,111/03/31,1910,21.67,88.16,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路４８號,,111/03/31,1800,20.59,87.42,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路５０號,,111/03/31,1810,20.53,88.15,,透天厝,,全/四層,房地(土地+建物),土:2 建:1車:0,4房3廳5衛,,無,有,住家用,建物第一次登記後移轉,虎尾鎮學府二路
虎尾鎮學府二路２３５之１號,,111/01/08,1188,19.72,60.25,,透天厝,2,全/四層,房地(土地+建物),土:2 建:1車:0,3房3廳4衛,,無,無,住家用,,虎尾鎮學府二路
虎尾鎮學府二路２３５之２號,,111/02/18,1208,20.46,59.05,,透天厝,2,全/四層,房地(土地+建物),土:2 建:1車:0,3房3廳4衛,,無,無,住家用,,虎尾鎮學府二路
虎尾鎮學府二路２３５之３號,,111/01/02,1188,20.12,59.05,,透天厝,2,全/四層,房地(土地+建物),土:3 建:1車:0,3房3廳4衛,,無,無,住家用,,虎尾鎮學府二路
虎尾鎮學府二路３０７號,,111/12/25,1290,21.4,60.29,,透天厝,8,全/四層,房地(土地+建物),土:2 建:1車:0,3房2廳4衛,,無,無,住家用,,虎尾鎮學府二路
虎尾鎮學府東路８８號,,112/10/18,1500,28.66,52.34,,透天厝,11,全/三層,房地(土地+建物),土:1 建:1車:0,5房1廳3衛,,有,無,住家用,,虎尾鎮學府東路
虎尾鎮松園三路５５號,,111/05/06,1288,23.84,54.03,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉 其他增建;,虎尾鎮松園三路
虎尾鎮松園三路５７之１號,,111/06/14,1028,19.21,53.51,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園三路
虎尾鎮松園三路５７號,,111/04/23,1250,23.15,54,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,4房3廳4衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園三路
虎尾鎮松園三路１００號七樓之３,,113/03/27,788,25.2,37.3,0.5936,住宅大樓(11層含以上有電梯),2,七層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳2衛,88,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號三樓之１０,,112/10/31,430,23.2,18.51,0.5935,住宅大樓(11層含以上有電梯),1,三層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號三樓之２,,112/03/29,342,18.5,18.51,0.5935,住宅大樓(11層含以上有電梯),1,三層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號三樓之５,,112/07/26,420,22.7,18.51,0.5935,住宅大樓(11層含以上有電梯),1,三層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號九樓之６,,113/04/01,875,26.5,33.05,0.6253,住宅大樓(11層含以上有電梯),2,九層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號五樓之８,,112/11/21,463,25,18.51,0.5935,住宅大樓(11層含以上有電梯),1,五層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號六樓之６,,112/12/30,432,23.3,18.51,0.5935,住宅大樓(11層含以上有電梯),1,六層/十一層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,農業設施;,虎尾鎮松園三路
虎尾鎮松園三路１００號十樓之６,,113/03/29,750,22.7,33.05,0.6253,住宅大樓(11層含以上有電梯),2,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１００號四樓之１０,,112/10/25,525,18.7,28.04,0.5934,住宅大樓(11層含以上有電梯),1,四層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,含傢俱設備費;,虎尾鎮松園三路
虎尾鎮松園三路１１２號七樓之１,,113/03/06,445,23.8,18.69,0.5973,華廈(10層含以下有電梯),4,七層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,含傢俱設備費;,虎尾鎮松園三路
虎尾鎮松園三路１１２號七樓之５,,111/06/02,495,16.1,30.81,0.3565,華廈(10層含以下有電梯),2,七層/十層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號三樓之２,,113/04/12,398,21.6,18.42,0.5963,華廈(10層含以下有電梯),4,三層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號三樓之８,,112/08/05,425,23.1,18.42,0.5963,華廈(10層含以下有電梯),3,三層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,含傢俱設備費;,虎尾鎮松園三路
虎尾鎮松園三路１１２號九樓之１０,,113/03/26,557,17.9,31.09,0.5974,華廈(10層含以下有電梯),4,九層/十層,房地(土地+建物)+車位,土:1 建:1車:1,2房2衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號二樓之２,,112/12/02,420,22.8,18.42,0.5963,華廈(10層含以下有電梯),4,二層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號二樓之９,,113/03/21,465,24.9,18.69,0.5974,套房(1房(1廳)1衛),4,二層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,含傢俱設備費;,虎尾鎮松園三路
虎尾鎮松園三路１１２號五樓之６,,112/04/11,395,21.2,18.64,0.5962,華廈(10層含以下有電梯),3,五層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號五樓之７,,113/02/17,405,21.6,18.77,0.5892,華廈(10層含以下有電梯),4,五層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號八樓之７,,112/04/24,400,21.7,18.42,0.5963,華廈(10層含以下有電梯),3,八層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號十樓之２,,113/02/08,440,23.9,18.42,0.5963,華廈(10層含以下有電梯),4,十層/十層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園三路１１２號四樓之７,,113/03/16,580,18.6,31.16,0.5892,華廈(10層含以下有電梯),4,四層/十層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,,虎尾鎮松園三路
虎尾鎮松園二路２０號,,112/10/02,1880,25.31,74.28,,透天厝,,全/四層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園二路
虎尾鎮松園二路２２之１號,,113/03/15,1358,22.26,61.01,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,虎尾鎮松園二路
虎尾鎮松園二路２２之２號,,112/12/12,1325,21.75,60.91,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園二路
虎尾鎮松園二路２２號,,112/09/28,1880,25.33,74.22,,透天厝,,全/四層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園二路
虎尾鎮松園二路２６之１號,,113/03/24,1418,23.24,61.01,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,虎尾鎮松園二路
虎尾鎮松園二路２６之２號,,113/02/28,1368,22.46,60.91,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,虎尾鎮松園二路
虎尾鎮松園二路２６號,,112/09/26,1880,25.31,74.28,,透天厝,,全/四層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園二路
虎尾鎮松園二路２８號,,112/10/02,1900,25.6,74.22,,透天厝,,全/四層,房地(土地+建物),土:1 建:1車:0,4房2廳5衛,,無,無,住家用,建物第一次登記後移轉,虎尾鎮松園二路
虎尾鎮科虎路７０號,,112/06/25,1538,29.82,51.57,,透天厝,1,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７２號,,113/03/09,1520,29.47,51.57,,透天厝,2,全/三層,房地(土地+建物),土:2 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７０之２號,,113/04/18,1360,28.51,47.7,,透天厝,2,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路６２號,,113/03/08,1380,28.39,48.61,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路６８號,,113/03/09,1460,28.31,51.57,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７８號,,112/10/27,1358,28.09,48.35,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７２之２號,,112/10/28,1340,28.04,47.79,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路６６號,,112/12/07,1350,27.92,48.35,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路８０號,,112/12/24,1350,27.92,48.35,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７６號,,112/12/07,1438,27.88,51.57,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路８２號,,113/01/06,1450,27.71,52.32,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路７０之１號,,112/12/24,1330,27.43,48.48,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路８８號,,112/11/20,1470,26.34,55.8,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路８６號,,112/12/24,1461,26.18,55.8,,透天厝,1,全/三層,房地(土地+建物),土:1 建:1車:0,4房2廳4衛,,無,無,住家用,,
虎尾鎮科虎路８號,,112/05/16,550,23,23.88,0.6896,華廈(10層含以下有電梯),1,一層/六層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,,
虎尾鎮科虎路１０８號,,111/10/03,1180,22.11,53.37,,透天厝,7,全/三層,房地(土地+建物),土:1 建:1車:0,5房1廳5衛,,無,無,住家用,,
虎尾鎮科虎路８號六樓之２,,112/11/20,780,18.3,42.71,0.6376,華廈(10層含以下有電梯),1,六層/六層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,,
虎尾鎮科虎路８號六樓之１,,112/12/19,450,16.9,26.62,0.6205,華廈(10層含以下有電梯),1,六層/六層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,含傢俱設備費;,
虎尾鎮科虎路８號二樓之６,,111/04/12,530,16.6,35,0.6227,華廈(10層含以下有電梯),,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,80,有,有,住家用,,
虎尾鎮科虎路８號四樓之３,,111/02/07,266,16.1,16.49,0.6171,套房(1房(1廳)1衛),,四層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,,
虎尾鎮科虎路８號三樓之７,,113/03/07,418,15.7,26.61,0.6204,華廈(10層含以下有電梯),1,三層/六層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;,
虎尾鎮科虎路８號二樓之１,,111/04/12,490,15.4,34.53,0.6204,華廈(10層含以下有電梯),,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,80,有,有,住家用,,
虎尾鎮科虎路８號四樓之７,,111/01/25,466,13.5,34.52,0.6204,華廈(10層含以下有電梯),,四層/六層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,80,有,有,住家用,,
